State,Enrollment,"Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
"Oakfield-Alabama Middle School High School",614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,27,0,0,0,7,0,8,0,0,0,0,0,2,4,1,22
"D B Bunce Elementary School",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Pavilion Junior-Senior High School",529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,4,0,4,0,0,0,0,0,0,0,0,9,1,11
"Pembroke Intermediate School",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Pembroke Junior-Senior High School",644,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,32,0,17,0,0,0,8,0,4,0,0,0,0,0,0,10,3,34
"Pembroke Primary School",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cairo Elementary School",507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"Cairo-Durham High School",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98
"Cairo-Durham Middle School",425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,4,0,4,1,0,0,0,0,2,3,0,83
"Durham Elementary School",168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catskill Elementary School",941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"Catskill Middle School",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54
"Catskill Senior High School",565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,14,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,35
"Coxsackie Elementary School",308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coxsackie-Athens High School",489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,22,0,14,0,0,0,1,0,3,1,0,0,0,0,0,1,8,63
"Coxsackie-Athens Middle School",539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,18,0,22,0,0,0,12,0,7,1,0,0,0,0,0,0,0,16
"Edward J Arthur Elementary School",257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenville High School",516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,4,0,0,0,2,0,2,0,0,0,0,0,2,5,2,82
"Greenville Middle School",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,103
"Scott M Ellis Elementary School",574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Hunter Elementary School",254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,31
"Hunter-Tannersville Middle School High School",281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"Windham Ashland Central School",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,36,0,0,0,0,0,0,0,0,0,0,0,1,4,0,188
"Indian Lake Central School",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Inlet Elementary School",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lake Pleasant School",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Long Lake Central School",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piseco Elementary School",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wells School",175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mount Markham Elementary School",463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mount Markham Middle School",426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,1,2,0,9
"Mount Markham Senior High School",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,5,0,0,0,0,0,0,3,1,10
"Dolgeville Elementary School",485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11
"James A Green High School",469,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,7,0,15,0,35,0,2,0,3,0,0,0,0,0,0,0,0,2,1,119
"Frankfort Schuyler Central High School",338,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25
"Frankfort-Schuyler Middle School",295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
"Reese Road Elementary School",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"West Frankfort Elementary School",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herkimer Elementary School",570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,10,0,0,0,0,0,3,0,0,0,0,0,1,0,0,10
"Herkimer High School",657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,42,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,34
"Barringer Road Elementary School",465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
"Ilion Junior-Senior High School",813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,41,0,2,0,0,0,1,0,0,0,0,0,0,2,3,21
"Remington Elementary School",489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12
"Benton Hall Academy",530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,7,0,0,0,1,0,3,0,0,0,0,0,0,0,0,18
"Little Falls High School",375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,62
"Little Falls Middle School",283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36
"Gregory B Jarvis Junior-Senior Hs",477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,44
"Harry M Fisher Elementary School",515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10
"Poland Elementary School",408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"Poland Junior-Senior High School",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,8,0,0,0,6,0,0,0,0,0,0,0,2,1,1,42
"Town Of Webb School",312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,15
"Owen D Young Central School",222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4
"West Canada Valley Elementary School",443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,16,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
"West Canada Valley Junior-Senior High School",460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,14,0,11,0,1,0,3,0,1,0,0,0,0,0,0,1,3,26
"Alexandria Central Elementary School",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Alexandria Central High School",322,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2
"Belleville Henderson Central School",566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53
"Black River School",440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carthage Elementary School",432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carthage Middle School",698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0
"Carthage Senior High School",962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,26,0,0,0,1,0,7,0,1,0,0,0,5,2,2,41
"West Carthage Elementary School",490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brownville School",574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Dexter Elementary School",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,1,1,0,0,0,0,2,0,0,6
"General Brown Junior-Senior High School",731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,64,0,0,0,2,0,10,1,0,0,0,0,2,6,0,125
"Antwerp Primary School",183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Calcium Primary School",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans Mills Primary School",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian River High School",900,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,20,0,20,0,0,0,1,0,18,0,0,0,0,0,1,3,1,91
"Indian River Intermediate School",557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28
"Indian River Middle School",832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5,0,55
"Philadelphia Primary School",189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"Theresa Primary School",125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"La Fargeville Central School",568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,1,20
"Lyme Central School",351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"Sackets Harbor Central School",482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2
"Clarke Middle School",473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18,0,6,0,0,0,2,0,1,0,0,0,0,0,4,0,0,7
"Mannsville Manor Elementary School",419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maynard P Wilson Elementary School",525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Jefferson High School",650,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,8,0,14,0,32,0,0,0,3,0,0,0,0,0,0,0,2,2,0,116
"Cape Vincent Elementary School",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guardino Elementary School",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thousand Islands High School",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7
"Thousand Islands Middle School",285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11
"Case Middle School",678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,29,0,12,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2
"Harold T Wiley School",627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0
"Knickerbocker School",526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"North Elementary School",694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ohio Street School",480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11
"Sherman School",352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watertown Senior High School",1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,66,0,4,0,0,0,1,0,23,0,0,0,0,0,6,18,6,85
"Beaver River Elementary School",387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beaver River Senior High School",534,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,0,5,0,0,0,1,0,5,0,0,0,0,0,2,1,1,34
"Copenhagen Central School",567,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,12,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,5,67
"Harrisville Elementary School",213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harrisville Junior-Senior High School",198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,10,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
"Lowville Elementary School",672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lowville High School",444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,55
"Lowville Middle School",347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,82
"Constableville Elementary School",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glenfield Elementary School",164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Port Leyden Elementary School",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"South Lewis Middle School",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19
"South Lewis Senior High School",399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,8,0,0,0,1,0,3,0,0,0,0,0,3,2,2,317
"Avon High School",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18
"Avon Middle School",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,12
"Avon Primary School",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
"Caledonia-Mumford Elementary School",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caledonia-Mumford High School",385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,7
"Caledonia-Mumford Middle School",266,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,7,0,16,0,0,0,0,0,4,0,0,0,0,0,0,1,0,20
"Keshequa Elementary School",446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keshequa Middle School",194,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Keshequa Senior High School",267,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,8
"Dansville Middle School",422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"Dansville Primary School",383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dansville Senior High School",540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,9,0,0,0,0,0,4,3,0,0,0,0,2,2,0,33
"Ellis B Hyde Elementary School",355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
"Geneseo Elementary School",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geneseo Middle School High School",563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,23
"Livonia Intermediate School",462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Livonia Junior High School",325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,3,0,14,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,150
"Livonia Primary School",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Livonia Senior High School",713,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,1,1,1,18,0,47,0,0,0,3,0,0,0,0,0,0,0,2,1,4,356
"Mount Morris Elementary/Middle School",283,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,3,0,26,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15
"Mount Morris Senior High School",275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29
"York Central Elementary School",333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"York Middle School",238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,19
"York Senior High School",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,16
"Brookfield Central School",268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Canastota High School",759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,2,0,0,0,0,0,1,2,0,6
"Peterboro Street Elementary School",243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roberts Street Middle School",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"South Side Elementary School",237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burton Street Elementary School",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cazenovia High School",743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,3,0,2,2,0,0,0,0,3,3,3,3
"Cazenovia Middle School",421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Bolivar Road Elementary School",375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Bridgeport Elementary School",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Chittenango High School",825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,48,0,13,0,0,0,0,0,8,0,0,0,0,0,2,2,2,119
"Chittenango Middle School",564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"Lake Street Elementary School",330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Deruyter Elementary School",216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Deruyter High School",281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Hamilton Elementary School",275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamilton Junior-Senior High School",374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Madison Central School",491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24
"Edward R Andrews Elementary School",467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Morrisville Middle School High School",418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,5,0,0,0,1,0,3,2,0,0,0,0,1,0,0,8
"Durhamville School",285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"North Broad Street School",226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oneida Castle School",173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oneida Senior High School",824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,2,0,0,0,0,0,0,0,2,10,6,3
"Otto L Shortell Middle School",405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,51,0,0,0,0,0,2,0,0,0,0,0,0,1,0,41
"Seneca Street School",265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sylvan-Verona Beach Elementary School",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"W F Prior Elementary School",255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
